form	volume	scan	headword_ocr	printed
SUPHORA	bsb11762465	496	Fruchtbar .	σύφορα
SUPHORBION	bsb11762465	1073	Sch	συφόρβιον
SUPHORIAS	bsb11762465	496	Fruchtbarkeit .	συφορίας
SUPHOROS	bsb11762465	496	Fruchtbar .	σύφορος
SUPHOS	bsb10314207	110	Vufruchtbar .	σύφος
SUPHRA	bsb11762465	185	Beredt .	σύφρα
SUPHRAINEAIA	bsb11762465	490	Frewd anzeigen .	συφραίνεαια
SUPHRAINEAS	bsb11762465	491	Frewen .	συφραίνεας
SUPHRANENTES	bsb10314207	176	Weifer Mann .	σύφρανέντες
SUPHREENEAZ	bsb11762465	391	Er	σὐφρεήνεαζ
SUPHRONE	bsb11762465	913	Nacht .	συφρόνη
SUPHRONOS	bsb11762465	888	Mi	συφρόνως
SUPHROSIOE	bsb11762465	490	Fr	σὐφροσιώη
SUPHROSUNE	bsb11762465	855	Luftbarkeit .	σὐφροσυνη
SUPHROSUNON	bsb11762465	936	Ochsenzung .	συφρόσυνον
SUPHROSYNE	bsb11762465	855	Luftbarkeit .	σὐφροσυνη
SUPHROSYNON	bsb11762465	936	Ochsenzung .	συφρόσυνον
SUPHUESATON	bsb11762465	247	Bo	συφυέςατον
SUPHUOS	bsb11762465	112	Aduerbialiter .	σύφυως
SUPHYESATON	bsb11762465	247	Bo	συφυέςατον
SUPHYOS	bsb11762465	112	Aduerbialiter .	σύφυως
SUPISION	bsb10314207	181	Gall . marchandise .	συπιςίον
SUPLES	bsb11762465	552	Gering .	σύπλὲς
SUPLICOS	bsb11762465	560	Be	συπλικός
SUPLIKOS	bsb11762465	560	Be	συπλικός
SUPO	bsb11762465	989	Reichlich .	συπό-
SUPOIEIN	bsb11762465	646	Günstig .	σὐποιεῖν
SUPOREIN	bsb11762465	398	Patoli diuitiis diues eſt .	σὑπορεῖν
SUPORIA	bsb11762465	572	Gewalt .	σὐπορία
SUPORIAN	bsb11762465	401	Erlauben .	σὐπορίαν
SUPORION	bsb11762465	748	In	σύπορίων
SUPOROTE	bsb11762465	989	Reich machen .	συπορώτε
SUPOROTERON	bsb11762465	990	Reich werden .	σὐπορώτερον
SUPOROUN	bsb10314207	148	Vo	συπορούν
SUPORUN	bsb10314207	148	Vo	συπορούν
SUPOS	bsb11762465	320	ligt mir .	Σύπος
SUPOSIOPOLES	bsb11762465	830	Leinwat .	συπωσιοπώλης
SUPRAGON	bsb11762465	587	Glückselig .	σὐπραγῶν
SUPREPES	bsb11762465	713	Hubsch / Schön .	συπρεπής
SUPREPIA	bsb11762465	1061	Schönheit .	σύπρέπια
SUPRIPIZEIN	bsb11762465	1100	machen .	συπριπίζειν
SUPSUCHES	bsb11762465	907	Mutig .	σὕψυχες
SUPSUCHIA	bsb11762465	907	Mätigkeit .	σύψυχία
SUPSYCHES	bsb11762465	907	Mutig .	σὕψυχες
SUPSYCHIA	bsb11762465	907	Mätigkeit .	σύψυχία
SUPTOS	bsb11762465	889	Mitgesell .	σύπτος
SURACESIA	bsb11762465	859	Ma	συρακεσία
SURACION	bsb11762465	877	Messerspis .	συράκιον
SURAKESIA	bsb11762465	859	Ma	συρακεσία
SURAKION	bsb11762465	877	Messerspis .	συράκιον
SURAS	bsb11762465	637	Groffer haf .	συράς
SURAX	bsb11762465	1118	Spiz .	σύραξ
SURE	bsb11762465	54	MVSIS .	σὕρε
SUREIN	bsb11762465	416	Perpetuo perut .	σὐρεῖν
SUREMTHMON	bsb11762465	389	Erdicht .	σύρημθμον
SUREN	bsb11762465	54	MVSIS .	σύρεν
SURES	bsb11762465	741	Je	σουρές
SURESCAN	bsb11762465	389	gen .	σύρέσκαν
SURESKAN	bsb11762465	389	gen .	σύρέσκαν
SUREUEIN	bsb10314207	178	Weit machen .	συρεύειν
SUREYEIN	bsb10314207	178	Weit machen .	συρεύειν
SURFETO	bsb11762465	139	Aufkeersel .	σύρφετο
SURFETODES	bsb11762465	269	Bu	συρφετόδης
SURFETOS	bsb11762465	444	Feget .	σύρφετος
SURI	bsb11762465	54	MVSIS .	σύρὶ
SURIFO	bsb11762465	584	ان	συρίφω
SURIGCHNION	bsb11762465	789	Korb .	συρίγχνιον
SURIGCTES	bsb11762465	234	Blaser .	συριγκτής
SURIGKTES	bsb11762465	234	Blaser .	συριγκτής
SURIGMOS	bsb10314207	229	Sibila rauca ſonans .	συριγμός
SURIGX	bsb11762465	952	Pfeiff .	σύριγξ
SURILAN	bsb11762465	147	Aussischen .	συρίλαν
SURILEIN	bsb11762465	144	pfeiffen .	συρίλειν
SURINCHNION	bsb11762465	789	Korb .	συρίγχνιον
SURINCTES	bsb11762465	234	Blaser .	συριγκτής
SURINKTES	bsb11762465	234	Blaser .	συριγκτής
SURINX	bsb11762465	952	Pfeiff .	σύριγξ
SURION	bsb11762465	1153	Syrup .	σύριον
SURIPHO	bsb11762465	584	ان	συρίφω
SURISCEIN	bsb11762465	465	Finden .	συρίσκειν
SURISKEIN	bsb11762465	465	Finden .	συρίσκειν
SURISMOS	bsb11762465	939	Ohren klingend .	συρισμός
SURIZEIN	bsb11762465	953	Pfeiffen .	συρίζειν
SURMA	bsb11762465	1072	Sch	σύρμα
SURMATITES	bsb11762465	884	Mist .	συρματίτης
SURO	bsb11762465	1072	Sch	σύρω
SURODES	bsb10314207	178	Welck .	σὐρώδης
SUROEIS	bsb10314207	178	Weit .	σύρώεις
SUROS	bsb10314207	213	Veraltung .	σύρὼς
SUROSIA	bsb11762465	569	Ge	σύρωσία
SUROSOS	bsb11762465	531	Gedältiglich .	συρώσως
SUROTOS	bsb11762465	685	uerzagt .	σύρωτος
SUROUEIN	bsb11762465	661	hauffen bringen .	συρούειν
SUROUS	bsb11762465	258	schwach .	σύρους
SURPHETO	bsb11762465	139	Aufkeersel .	σύρφετο
SURPHETODES	bsb11762465	269	Bu	συρφετόδης
SURPHETOS	bsb11762465	444	Feget .	σύρφετος
SURRAPLEIN	bsb11762465	475	Flicken .	συῤῥάπλειν
SURRASEIN	bsb11762465	771	Ke	συῤῥάσειν
SURRASSEIN	bsb11762465	1044	Schlacht halten .	συῤῥάσσειν
SURREGNUPZ	bsb11762465	1044	Schlacht halten .	συρρήγνυπζ
SURREGNUTAI	bsb11762465	771	Ke	συρρήγνυται
SURREGNYPZ	bsb11762465	1044	Schlacht halten .	συρρήγνυπζ
SURREGNYTAI	bsb11762465	771	Ke	συρρήγνυται
SURRITIS	bsb11762465	726	Jo	σύρριτις
SURTEIS	bsb11762465	533	Meer .	σύρτεις
SURTO	bsb11762465	786	Ku	συρτο
SURUEIN	bsb11762465	661	hauffen bringen .	συρούειν
SURUS	bsb11762465	258	schwach .	σύρους
SURUTHMOS	bsb11762465	183	Bequem / Füglich .	σύρυθμος
SURYTHMOS	bsb11762465	183	Bequem / Füglich .	σύρυθμος
SUSAPIEIN	bsb11762465	352	fein .	συσαπιείν
SUSATES	bsb10314207	48	Verdrießlich .	συςάτης
SUSATHES	bsb11762465	203	Be	σύςαθὴς
SUSATICOS	bsb10314207	48	Verdrießlich .	συςατικός
SUSATIKOS	bsb10314207	48	Verdrießlich .	συςατικός
SUSBLEPON	bsb11762465	104	An	συσβλέπον
SUSCENA	bsb11762465	278	Burschgesell .	σύσκηνα
SUSCEUAZEIN	bsb10314207	250	Zusammen ordnen .	συσκευάζειν
SUSCEUESIS	bsb11762465	93	Anbetung .	συσκεύησις
SUSCEYAZEIN	bsb10314207	250	Zusammen ordnen .	συσκευάζειν
SUSCEYESIS	bsb11762465	93	Anbetung .	συσκεύησις
SUSCIAZEIN	bsb10314207	43	Ve	συσκιάζειν
SUSCINEEIN	bsb11762465	93	An	συσκινέειν
SUSCOTAZEN	bsb11762465	337	Dunckel werden .	συσκοτάζεν
SUSEBEIA	bsb11762465	578	Glaube .	σύσέβεια
SUSEBEIN	bsb11762465	619	ten .	σὐσεβεῖν
SUSEBES	bsb11762465	620	oder ein Christ .	σύσεβής
SUSEBESERA	bsb11762465	620	oder ein Christ .	σὐσεβέςερα
SUSEBESTAZA	bsb11762465	396	Socrate fanctior eſt .	συσεβέσταζα
SUSEBIA	bsb11762465	618	Pietas erga Deos , religio .	συσέβια
SUSEBON	bsb11762465	620	oder ein Christ .	σὐσεβῶν
SUSEBOS	bsb11762465	226	Bi	σὐσεβῶς
SUSEBPSA	bsb11762465	623	turcheſed .	συσέβψα
SUSECHEN	bsb11762465	473	Fleißig betrachten .	συσέχὴν
SUSELIFN	bsb10314207	78	Verstricken .	συςέλιφν
SUSELIPHN	bsb10314207	78	Verstricken .	συςέλιφν
SUSELLEIN	bsb11762465	305	De	συσέλλειν
SUSELLETHAI	bsb11762465	894	Mi	συςέλλεθαι
SUSENAI	bsb11762465	749	In	συσέναι
SUSERCHETHAI	bsb11762465	464	Fieber bekommen .	συσέρχεθαι
SUSETI	bsb11762465	294	Da	συσέτι
SUSFEREIN	bsb11762465	262	Bringen .	συσφέρειν
SUSFERF	bsb11762465	768	Keil .	συσφέρφ
SUSFEROME	bsb11762465	1027	Schangkörbe	συσφερόμε
SUSFERPH	bsb11762465	768	Keil .	συσφέρφ
SUSFILESTAZA	bsb11762465	1080	Sehr lieb habend .	συσφιλέσταζα
SUSIBESATA	bsb11762465	620	oder ein Christ .	σύσιβέςατα
SUSKENA	bsb11762465	278	Burschgesell .	σύσκηνα
SUSKEUAZEIN	bsb10314207	250	Zusammen ordnen .	συσκευάζειν
SUSKEUESIS	bsb11762465	93	Anbetung .	συσκεύησις
SUSKEYAZEIN	bsb10314207	250	Zusammen ordnen .	συσκευάζειν
SUSKEYESIS	bsb11762465	93	Anbetung .	συσκεύησις
SUSKIAZEIN	bsb10314207	43	Ve	συσκιάζειν
SUSKINEEIN	bsb11762465	93	An	συσκινέειν
SUSKOTAZEN	bsb11762465	337	Dunckel werden .	συσκοτάζεν
SUSMON	bsb11762465	388	Erdtbebung sein .	συσμὸν
SUSOI	bsb11762465	943	Ordnung .	συσοι
SUSOPES	bsb11762465	1034	Schem .	συσωπές
SUSOPIS	bsb10314207	65	Mummenantlik .	συσωπίς
SUSPALON	bsb11762465	669	Heiffen / Befehlen .	συσπάλων
SUSPATLEIN	bsb11762465	557	legen .	συσπάτλειν
SUSPES	bsb11762465	185	Beredt .	σύσπὴς
SUSPHEREIN	bsb11762465	262	Bringen .	συσφέρειν
SUSPHERF	bsb11762465	768	Keil .	συσφέρφ
SUSPHEROME	bsb11762465	1027	Schangkörbe	συσφερόμε
SUSPHERPH	bsb11762465	768	Keil .	συσφέρφ
SUSRATIOTAI	bsb11762465	562	Ge	συςρατιῶται
SUSROFE	bsb10314207	115	vngewitter .	συςροφή
SUSROPHE	bsb10314207	115	vngewitter .	συςροφή
SUST	bsb11762465	608	Go	σύστ-
SUSTADEN	bsb10314207	146	Von nahem .	συσταδέν
SUSTADIO	bsb10314207	146	Von nahem .	συστάδίω
SUSTASIS	bsb11762465	879	Meuterey .	σύστασις
SUSTATLEIN	bsb11762465	528	Ge	συστάτλειν
SUSTBES	bsb11762465	396	Socrate fanctior eſt .	συστβῆς
SUSTELE	bsb11762465	696	hi	συστήλε
SUTACLTH	bsb11762465	495	Fi	σύ'τακλΘ
SUTACTOS	bsb11762465	943	Or	σύτάκτως
SUTAKLTH	bsb11762465	495	Fi	σύ'τακλΘ
SUTAKTOS	bsb11762465	943	Or	σύτάκτως
SUTAPELODES	bsb11762465	705	Hofflich .	σύταπελώδης
SUTAXIA	bsb11762465	943	Ordnung .	συταξία
SUTAZ	bsb11762465	998	Item .	σύταζ
SUTELES	bsb11762465	264	Br	συτελής
SUTELIZEAZ	bsb11762465	910	nakal .	συτελίζεαζ
SUTERIO	bsb10314207	8	Tempel .	συτήριο
SUTERIOS	bsb11762465	777	Kirche .	σύτήριος
SUTES	bsb11762465	313	Dicke .	σύτης
SUTHE	bsb11762465	184	Bequem machen .	σύθε-
SUTHENEIN	bsb11762465	587	fein .	σὐθηνεῖν
SUTHENES	bsb11762465	867	Mechtig .	συθένης
SUTHEOS	bsb11762465	940	Oh	σύθέως
SUTHESOMMAS	bsb11762465	638	Grauiores res .	συθησόμμας
SUTHOS	bsb11762465	527	Ge	σύθὸς
SUTHRUPTO	bsb11762465	258	schwach .	σύθρυπτο
SUTHRYPTO	bsb11762465	258	schwach .	σύθρυπτο
SUTHU	bsb11762465	981	Aduerbialiter .	σὐθὺ
SUTHUMEIN	bsb11762465	492	Frotich seyn .	σύθυμεῖν
SUTHUMOS	bsb11762465	889	Mi	σύθύμως
SUTHUMOSIOE	bsb11762465	490	Fr	σύθυμοσιώη
SUTHUNEIN	bsb11762465	284	Corrigiren / befferen .	συθύνειν
SUTHUNON	bsb11762465	780	Klager / Anklager .	σύθύνων
SUTHUNOU	bsb10314207	66	Verpflicht .	σύθυνου
SUTHUNU	bsb10314207	66	Verpflicht .	σύθυνου
SUTHY	bsb11762465	981	Aduerbialiter .	σὐθὺ
SUTHYMEIN	bsb11762465	492	Frotich seyn .	σύθυμεῖν
SUTHYMOS	bsb11762465	889	Mi	σύθύμως
SUTHYMOSIOE	bsb11762465	490	Fr	σύθυμοσιώη
SUTHYNEIN	bsb11762465	284	Corrigiren / befferen .	συθύνειν
SUTHYNON	bsb11762465	780	Klager / Anklager .	σύθύνων
SUTHYNOU	bsb10314207	66	Verpflicht .	σύθυνου
SUTHYNU	bsb10314207	66	Verpflicht .	σύθυνου
SUTIMOSIN	bsb11762465	301	De	συτιμῶσιν
SUTOBALLEAZ	bsb10314207	80	Verwerffen .	Σύτοβάλλεαζ
SUTOLMOS	bsb11762465	861	Aduerbialiter .	σὐτόλμως
SUTOLOS	bsb10314207	133	nem fterben .	Σύτολος
SUTRA	bsb11762465	645	Gütig	συτρά
SUTRAPELIAS	bsb11762465	1035	Scherk .	συτραπελίας
SUTRAPELOS	bsb11762465	648	Guter ding / frolich .	σύτράπελος
SUTRATELOS	bsb11762465	710	Ho	σύτράτελος
SUTREPES	bsb11762465	535	Beflissen .	συτρεπής
SUTREPIZEIN	bsb11762465	943	Dronen .	συτρεπίζειν
SUTRIPSATHAI	bsb11762465	361	Inferrealicui malum .	συτρίψαθαι
SUTUCHA	bsb11762465	626	fundt .	σὐτύχα
SUTUCHEIN	bsb11762465	588	S	σὐτυχεῖν
SUTUCHEMASI	bsb11762465	743	Jim	σύτυχήμασι
SUTUCHEMATA	bsb11762465	623	ten Morgen .	σύτυχήματα
SUTUCHES	bsb11762465	588	S	σὐτυχές
SUTUCHESERON	bsb11762465	588	S	σὐτυχέςερον
SUTUCHIA	bsb11762465	588	Glückseligkeit .	σύτυχία
SUTUCHON	bsb11762465	587	Glückselig .	σὐτυχῶν
SUTUCHOS	bsb10314207	206	fortgehen .	συτυχώς
SUTYCHA	bsb11762465	626	fundt .	σὐτύχα
SUTYCHEIN	bsb11762465	588	S	σὐτυχεῖν
SUTYCHEMASI	bsb11762465	743	Jim	σύτυχήμασι
SUTYCHEMATA	bsb11762465	623	ten Morgen .	σύτυχήματα
SUTYCHES	bsb11762465	588	S	σὐτυχές
SUTYCHESERON	bsb11762465	588	S	σὐτυχέςερον
SUTYCHIA	bsb11762465	588	Glückseligkeit .	σύτυχία
SUTYCHON	bsb11762465	587	Glückselig .	σὐτυχῶν
SUTYCHOS	bsb10314207	206	fortgehen .	συτυχώς
SUXOPON	bsb11762465	1073	Sch	συξόπον
SUZEUXIS	bsb10314207	249	Gall.conioinct , allié.vni .	σύζευξις
SUZEYXIS	bsb10314207	249	Gall.conioinct , allié.vni .	σύζευξις
SUZUGO	bsb11762465	349	Cheweib .	σύζυγο
SUZUGOI	bsb11762465	562	Ge	σύζυγοι
SUZUTON	bsb11762465	994	Rennplak .	συζυτῶν
SUZUX	bsb11762465	663	Ha	συζύξ
SUZYGO	bsb11762465	349	Cheweib .	σύζυγο
SUZYGOI	bsb11762465	562	Ge	σύζυγοι
SUZYTON	bsb11762465	994	Rennplak .	συζυτῶν
SUZYX	bsb11762465	663	Ha	συζύξ
SYANIA	bsb11762465	1027	Schandbare wort .	συανία
SYAPEGNUTHAI	bsb10314207	252	Acker .	συαπήγνυθαι
SYAPEGNYTHAI	bsb10314207	252	Acker .	συαπήγνυθαι
SYARMOSTOS	bsb11762465	541	Aduerbialiter .	σύαρμόστως
SYATOSDECTOS	bsb10314207	181	Werth .	σύατόσδεκτος
SYATOSDEKTOS	bsb10314207	181	Werth .	σύατόσδεκτος
SYBARITICE	bsb11762465	642	Gros vnglück .	συβαριτική
SYBARITICOS	bsb10314207	254	Zu wiſſen thun .	συβαριτικός
SYBARITIKE	bsb11762465	642	Gros vnglück .	συβαριτική
SYBARITIKOS	bsb10314207	254	Zu wiſſen thun .	συβαριτικός
SYBARIZAN	bsb11762465	1138	Stolk werden .	συβαρίζαν
SYBOIS	bsb11762465	766	Kaftanienbauwm .	σύβοῖς
SYBOLOIS	bsb11762465	755	Irgends anstoffen .	συβόλοις
SYBOTES	bsb11762465	697	Si	συβώτης
SYBRIA	bsb11762465	1138	Stolk werden .	συβριά-
SYCAEDIA	bsb11762465	685	uerzagt .	σύκαήδια
SYCAIRIA	bsb11762465	541	Gelegenheit .	συκαιρία
SYCAIROS	bsb10314207	220	Zeitlich .	σύκαίρως
SYCALIS	bsb11762465	1057	Schnepff .	συκαλὶς
SYCAMINON	bsb11762465	865	Ma	συκάμινον
SYCARDIOS	bsb10314207	138	Vnuerzagt .	σύκαρδιος
SYCARPOS	bsb11762465	496	Fruchtbar .	σύκαρπος
SYCATAFORA	bsb11762465	535	Beflissen .	σύκατάφορα
SYCATAPHORA	bsb11762465	535	Beflissen .	σύκατάφορα
SYCENTAFOROS	bsb11762465	549	Geneigt .	σύκεντάφορος
SYCETI	bsb11762465	929	wider worden seyn .	σὐκέτι
SYCHARISIA	bsb11762465	289	Danckbarkeit .	σύχαρισία
SYCHAS	bsb11762465	226	REN .	συχὰς
SYCHASMON	bsb11762465	576	Gchnung .	συχασμὸν
SYCHAZEIN	bsb11762465	576	Gchnung .	συχάζειν
SYCHCHAIREIN	bsb11762465	491	Frewen .	συχχαίρειν
SYCHE	bsb10314207	206	Wo	σὐχή-
SYCHEAS	bsb11762465	226	REN .	σύχεας
SYCHEATHZ	bsb11762465	546	Gelübde thun	σύχεαθζ
SYCHEAZ	bsb11762465	226	REN .	σύχεαζ
SYCHEMATI	bsb10314207	100	Scheine .	συχήματι
SYCHEMENOS	bsb11762465	943	Or	συχημένως
SYCHEMON	bsb11762465	713	Hubsch / Schön .	συχήμων
SYCHEMONOS	bsb11762465	354	Et Aduerbialiter .	σύχημόνως
SYCHEMOSIOE	bsb11762465	1061	Schönheit .	σύχημοσιώη
SYCHES	bsb10314207	120	Unglückhafftiger .	συχής
SYCHETATTH	bsb11762465	726	Jo	συχέτατΘ
SYCHIA	bsb11762465	904	Mu	συχία
SYCHNOS	bsb10314207	219	Longitudo temporis .	συχνός
SYCHO	bsb11762465	836	Låsterig .	συχο-
SYCHOLE	bsb10314207	212	Wundsch .	συχολὴ
SYCHORESAE	bsb11762465	566	Ge	συχωρήσαή
SYCLEIAS	bsb11762465	912	Nach lobe streben .	σύκλείας
SYCNOSIS	bsb11762465	313	Dicke .	σύκνωσις
SYCO	bsb11762465	1034	Scheltwort .	συκο-
SYCOFANTEIN	bsb11762465	836	efle	συκοφαντεῖν
SYCOFANTES	bsb11762465	837	Lesterer .	συκοφάντης
SYCOFANTIA	bsb10314207	61	Verlekung .	συκοφαντία
SYCOFANTIAN	bsb11762465	1035	Sch	συκοφαντίαν
SYCOFANTICOS	bsb11762465	836	Lesterlich .	συκοφαντικῶς
SYCOFANTIKOS	bsb11762465	836	Lesterlich .	συκοφαντικῶς
SYCOFANTISMA	bsb11762465	836	Lefterung .	συκοφαντισμα
SYCOFANTON	bsb11762465	836	Låsterig .	συκοφαντῶν
SYCON	bsb11762465	444	Feige .	σύκον
SYCOPHANTEIN	bsb11762465	836	efle	συκοφαντεῖν
SYCOPHANTES	bsb11762465	837	Lesterer .	συκοφάντης
SYCOPHANTIA	bsb10314207	61	Verlekung .	συκοφαντία
SYCOPHANTIAN	bsb11762465	1035	Sch	συκοφαντίαν
SYCOPHANTON	bsb11762465	836	Låsterig .	συκοφαντῶν
SYCOPRIDES	bsb11762465	539	Ceigig .	συκοπρίδης
SYCOSIS	bsb11762465	445	Feigwark .	σύκωσις
SYCOSMIA	bsb11762465	943	Ordnung .	σύκοσμία
SYDAI	bsb11762465	587	Glückselig .	σὐδαί-
SYDAIMONESAS	bsb11762465	307	ginug hat .	συδαιμονήσας
SYDAIMONI	bsb11762465	638	Gr	σύδαιμονί
SYDAIMONIA	bsb11762465	587	Glückselig .	σὐδαιμονία
SYDAIMONIAI	bsb11762465	515	Florentiffimum effe .	συδαιμονίαι
SYDAIMONIAS	bsb11762465	515	Florentiffimum effe .	συδαιμονίας
SYDAIMONON	bsb11762465	515	Florentiffimum effe .	σὐδαιμονῶν
SYDAIMONOS	bsb11762465	588	S	σύδαιμόνως
SYDAS	bsb11762465	587	fein .	σύδας-
SYDEIN	bsb11762465	659	Hartneckig .	σύδειν
SYDELON	bsb11762465	420	Es	σύδηλον
SYDEN	bsb10314207	116	Venti vexant mare .	σύδην
SYDIA	bsb11762465	1062	Schon wetter .	σύδια
SYDIALLACTOS	bsb10314207	76	Verſönig .	σύδιάλλακτος
SYDIALLAKTOS	bsb10314207	76	Verſönig .	σύδιάλλακτος
SYDIXIAS	bsb11762465	637	Gr	σύδιξίας
SYDO	bsb11762465	703	Hochheit .	σύδο
SYDOCIMA	bsb11762465	495	Fromb .	σὐδόκιμα
SYDOCIMEEIN	bsb11762465	178	fen seyn .	σὐδοκιμέειν
SYDOCIMEIN	bsb11762465	544	Gelobet werden .	σὐδοκιμεῖν
SYDOCIMENTES	bsb11762465	377	Præclari parentes ,	σὐδοκιμέντες
SYDOCIMO	bsb11762465	191	Be	συδόκιμο
SYDOCIMOS	bsb11762465	704	Hochwirdig .	σύδόκιμος
SYDOKIMA	bsb11762465	495	Fromb .	σὐδόκιμα
SYDOKIMEEIN	bsb11762465	178	fen seyn .	σὐδοκιμέειν
SYDOKIMEIN	bsb11762465	544	Gelobet werden .	σὐδοκιμεῖν
SYDOKIMENTES	bsb11762465	377	Præclari parentes ,	σὐδοκιμέντες
SYDOKIMO	bsb11762465	191	Be	συδόκιμο
SYDOKIMOS	bsb11762465	704	Hochwirdig .	σύδόκιμος
SYDOSIA	bsb10314207	67	Verrehterey .	συδοσία
SYDOSIS	bsb11762465	911	Nachlassung .	σύδοσις
SYDOXIA	bsb11762465	345	Ed	συδοξία
SYDOXIAS	bsb11762465	70	Achtung .	σύδοξίας
SYECOLUN	bsb11762465	436	Fa	σύέκωλυν-
SYECOLYN	bsb11762465	436	Fa	σύέκωλυν-
SYECTOS	bsb11762465	537	Gehorsamer .	σύεκτος
SYEIDES	bsb10314207	206	Wo	σύειδής
SYEKOLUN	bsb11762465	436	Fa	σύέκωλυν-
SYEKOLYN	bsb11762465	436	Fa	σύέκωλυν-
SYEKTOS	bsb11762465	537	Gehorsamer .	σύεκτος
SYEMATA	bsb10314207	227	Zierlich .	σύέματα
SYEMERIA	bsb11762465	1062	Schon wetter .	συημερία
SYERGE	bsb11762465	430	zuschreiben .	συεργέ
SYERGESIAIS	bsb11762465	895	verbinden .	σὐεργεσίαις
SYERGESIAN	bsb10314207	43	ten .	σύέργεσίαν
SYERGETEEIS	bsb10314207	204	Wolthat erzeigen .	σύεργετέεις
SYERGETEMA	bsb11762465	430	zuschreiben .	συεργέτημα
SYERGETEMATA	bsb11762465	726	It	συεργετήματα
SYERGETEMOS	bsb11762465	430	zuschreiben .	συεργέτημος
SYERGETON	bsb11762465	843	Liebsthun .	σὐεργετῶν
SYERGETOUS	bsb10314207	204	ten	σύεργετους
SYERGETUS	bsb10314207	204	ten	σύεργετους
SYERGI	bsb11762465	731	Je	σύεργι-
SYES	bsb11762465	583	Gleifrer sein .	σύες
SYETHEIA	bsb10314207	132	Vnsinnigkeit .	σύήθεια
SYETHES	bsb10314207	196	: Will Gott .	σύήθης
SYEXIA	bsb11762465	569	Ge	συεξία
SYFAINEIN	bsb11762465	491	Frewen .	συφαίνειν
SYFAR	bsb11762465	857	Mager / Dürre .	σύφαρ
SYFAUTES	bsb10314207	148	Item .	συφαυτής
SYFAYTES	bsb10314207	148	Item .	συφαυτής
SYFE	bsb11762465	1073	Sch	συφε-
SYFEMEEIN	bsb11762465	190	Be	συφημέειν
SYFEMIA	bsb11762465	646	Gunst .	σύφημία
SYFN	bsb10314207	40	, nititfach .	σύφν
SYFORA	bsb11762465	496	Fruchtbar .	σύφορα
SYFORBION	bsb11762465	1073	Sch	συφόρβιον
SYFORIAS	bsb11762465	496	Fruchtbarkeit .	συφορίας
SYFOROS	bsb11762465	496	Fruchtbar .	σύφορος
SYFOS	bsb10314207	110	Vufruchtbar .	σύφος
SYFRA	bsb11762465	185	Beredt .	σύφρα
SYFRAINEAIA	bsb11762465	490	Frewd anzeigen .	συφραίνεαια
SYFRAINEAS	bsb11762465	491	Frewen .	συφραίνεας
SYFRAINETHAI	bsb11762465	492	Frotich seyn .	συφραίνεθαι
SYFRANENTES	bsb10314207	176	Weifer Mann .	σύφρανέντες
SYFREENEAZ	bsb11762465	391	Er	σὐφρεήνεαζ
SYFRONE	bsb11762465	913	Nacht .	συφρόνη
SYFRONOS	bsb11762465	888	Mi	συφρόνως
SYFROSIOE	bsb11762465	490	Fr	σὐφροσιώη
SYFROSUNE	bsb11762465	855	Luftbarkeit .	σὐφροσυνη
SYFROSUNON	bsb11762465	936	Ochsenzung .	συφρόσυνον
SYFROSYNE	bsb11762465	855	Luftbarkeit .	σὐφροσυνη
SYFROSYNON	bsb11762465	936	Ochsenzung .	συφρόσυνον
SYFUESATON	bsb11762465	247	Bo	συφυέςατον
SYFUOS	bsb11762465	112	Aduerbialiter .	σύφυως
SYFYESATON	bsb11762465	247	Bo	συφυέςατον
SYFYOS	bsb11762465	112	Aduerbialiter .	σύφυως
SYGALOTEIN	bsb10314207	223	Zerstoffen .	συγαλοτέιν
SYGAMIA	bsb11762465	347	Ehe .	συγαμία
SYGCALLUNEIN	bsb11762465	63	ab	συγκαλλύνειν
SYGCALLYNEIN	bsb11762465	63	ab	συγκαλλύνειν
SYGCATA	bsb11762465	205	Item .	συγκατά
SYGCEDESTE	bsb11762465	1069	Schwager .	συγκηδεστή
SYGCEIAZ	bsb11762465	361	Ei	συγκεῖαζ
SYGCEIMTHMA	bsb10314207	43	Ve	συγκείμθμα
SYGCEIMTHRAS	bsb10314207	43	Ve	συγκείμθρας
SYGCHAIREIN	bsb11762465	889	Mit frewen .	συγχαίρειν
SYGCHANON	bsb11762465	103	Anråren .	συγχάνον
SYGCHAZEN	bsb10314207	56	Vergunnen .	συγχάζεν
SYGCHINIAS	bsb11762465	721	treiben .	συγχίνιας
SYGCHINO	bsb10314207	83	Verzeihen .	συγχινώ-
SYGCHINOU	bsb10314207	50	Vergeben .	συγχινού
SYGCHINU	bsb10314207	50	Vergeben .	συγχινού
SYGCHOREEIN	bsb10314207	57	Verharrung .	συγχωρέειν
SYGCHOREIN	bsb10314207	72	Verschonen .	συγχωρεῖν
SYGCHOREIO	bsb11762465	516	Gar nichts cinem	συγχωρεῖο
SYGCHOREPSN	bsb11762465	218	Bewilligen .	συγχορέψν
SYGCHORESIS	bsb11762465	911	Nachlassung .	συγχώρησις
SYGCHORIEIN	bsb11762465	911	Nachlaffen .	συγχωρίειν
SYGCHORON	bsb10314207	50	Vergeben .	συγχωρῶν
SYGCHOS	bsb11762465	823	La	σύγχος
SYGCHREEIN	bsb10314207	223	Zerstoffen .	συγχρέειν
SYGCHUSIS	bsb10314207	64	Vermischung .	σύγχυσις
