form	volume	scan	headword_ocr	printed
katal	bsb10314207	16	To	katal
kataph	bsb11762465	1030	Schaumen .	kataph
katar	bsb10314207	223	Zerſtümpelen .	Katar
kate	bsb11762465	378	Endt .	Kate
katfar	bsb11762465	404	Erndten / Meyen .	Katfar
katfin	bsb11762465	685	Herkog .	katfin
katia	bsb11762465	1020	Schaben ,	Katia
katin	bsb10314207	148	Item :	katin
katon	bsb11762465	782	Klein .	katon
katsats	bsb10314207	223	Zerſtümpelen .	Katsats
katsoth	bsb11762465	657	Haar .	katsoth
kauah	bsb11762465	123	Au	Kauah
kaſcheh	bsb11762465	683	Hart .	kaſcheh
kearah	bsb11762465	1068	Schussel .	kearah
kebh	bsb11762465	508	Fußstapffen .	kebh
kebhah	bsb11762465	856	Mage .	kebhah
kebharah	bsb11762465	1093	Sibe .	kebharah
kebhodah	bsb11762465	649	Habe / Gut .	Kebhodah
kebhurah	bsb11762465	171	Begräbnis .	Kebhurah
kech	bsb11762465	1153	Suchen .	kech
kedirah	bsb11762465	772	Keffel .	Kedirah
keeb	bsb11762465	808	Angst .	keeb
keebeebh	bsb11762465	178	Bekümmernih .	Keebeebh
keebh	bsb11762465	211	Be	Keebh
kefcheh	bsb11762465	491	Freuelich .	Kefcheh
kefcher	bsb11762465	122	Aufflauff	Kefcher
kefcheth	bsb11762465	110	Armbrust .	Kefcheth
kefchim	bsb11762465	433	Fahstricke .	kefchim
kefel	bsb11762465	708	Hoffnung .	Kefel
kefeph	bsb11762465	1103	Silber .	kefeph
kehah	bsb11762465	113	Frkney .	Kehah
kehinnah	bsb11762465	958	Pflegerin .	Kehinnah
kelah	bsb11762465	1050	Sch	kelah
kelalah	bsb10314207	50	Verfluchung .	kelalah
kelchet	bsb11762465	243	Regenbogen .	Kelchet
kele	bsb11762465	261	Gall . plier les lettres .	Kele
keleph	bsb11762465	715	Hund .	keleph
keles	bsb11762465	1120	Spottung .	Keles
keli	bsb11762465	755	Irdin geschir .	keli
kelim	bsb10314207	152	Waffen .	kelim
kelimmah	bsb11762465	1026	Shand .	Kelimmah
kellalah	bsb11762465	836	Lefterung .	Kellalah
kelter	bsb11762465	334	Dromedari .	Kelter
keluh	bsb11762465	789	Korb .	Keluh
kempffen	bsb11762465	1000	Ringen / Kempffen .	Kempffen
kenaah	bsb10314207	181	Werbung .	kenaah
kenaan	bsb11762465	656	Ha	kenaan
kenim	bsb11762465	377	Eltern .	kenim
keph	bsb11762465	850	lohn .	keph
kephorim	bsb11762465	655	Handbecken .	Kephorim
kerab	bsb11762465	765	Ka	kerab
kerach	bsb11762465	371	Eif .	Kerach
kerah	bsb11762465	770	Kelte .	Kerah
kereich	bsb10314207	3	Taffel .	Kereich
keren	bsb11762465	712	Horn .	keren
kerh	bsb10314207	224	Zertheilung .	kerh
kericius	bsb11762465	742	Igel .	Kericius
kerithuth	bsb11762465	349	Ehe scheidung .	Kerithuth
kescher	bsb11762465	244	Bogen spannen .	Kescher
kesebh	bsb11762465	816	Lamb .	kesebh
ketabh	bsb11762465	260	Brieffe / Miffiue .	Ketabh
kether	bsb11762465	806	Krug .	kether
kethoneth	bsb11762465	1002	Rock .	kethoneth
ketſeph	bsb10314207	232	Zorn .	Ketſeph
keſche	bsb11762465	659	Hartneckig .	Keſche
keſcher	bsb10314207	257	Stadt .	Keſcher
keſchet	bsb11762465	1068	Schüße .	keſchet
khuda	bsb11762465	990	Re	Khuda
kibbalthi	bsb11762465	882	Mi	kibbalthi
kibbel	bsb11762465	102	Annemen .	Kibbel
kibh	bsb11762465	439	Faul .	kibh
kichefch	bsb11762465	65	Item :	Kichefch
kiddim	bsb10314207	148	Vorkommen .	kiddim
kiffah	bsb11762465	409	Erwarten .	Kiffah
kikaion	bsb11762465	811	Kürbesbawm .	kikaion
kilichon	bsb11762465	509	Gabel .	Kilichon
killel	bsb11762465	477	Fluchen .	Killel
kimmufch	bsb11762465	330	Dorn .	Kimmufch
kinah	bsb11762465	779	Item .	kinah
kinian	bsb11762465	664	gereth .	kinian
kinnah	bsb11762465	356	Ciffer .	Kinnah
kinne	bsb11762465	356	Ciffern .	kinne
kitab	bsb11762465	1090	Senfftigen .	kitab
kitor	bsb11762465	115	Athem .	Kitor
kiſchſchu	bsb11762465	811	Kürbes .	kiſchſchu
kkaion	bsb11762465	1018	Saubrigkeit .	kkaion
kkeb	bsb11762465	695	Hindern .	kkeb
kkel	bsb11762465	1137	Stock .	kkel
klubh	bsb10314207	141	Vogelbawr .	klubh
koba	bsb11762465	679	Helm .	koba
kobh	bsb11762465	75	Affe .	Kobh
kocher	bsb10314207	158	Warheit .	Kocher
kochi	bsb10314207	58	Verhertung .	Kochi
kodefch	bsb11762465	667	Heiligkeit .	kodefch
koder	bsb11762465	466	Finster .	Koder
komets	bsb11762465	441	Faust .	Komets
konen	bsb11762465	779	Item .	konen
konnah	bsb11762465	767	Kauffen .	konnah
koph	bsb10314207	59	Verfert .	koph
korah	bsb10314207	156	Wand .	Korah
korban	bsb11762465	941	Opffer .	korban
kore	bsb11762465	140	Auslesen .	kore
kotah	bsb11762465	659	Haarig .	Kotah
kotfer	bsb11762465	811	Kurkerede .	kotfer
kreach	bsb11762465	763	Kal .	kreach
kybba	bsb11762465	665	Hefen .	Kybba-
kybbah	bsb10314207	221	Zelt .	Kybbah
kéter	bsb11762465	787	Knopff / Knotte .	kéter
laabh	bsb11762465	1120	Sp	laabh
laag	bsb10314207	60	Verlachen .	laag
laanah	bsb11762465	576	Gieffah .	laanah
laath	bsb10314207	88	Vi	laath
labad	bsb11762465	391	Ergern .	labad
labafcere	bsb10314207	169	Weich werden .	labafcere
labat	bsb11762465	105	Anstoffen	labat
labbah	bsb10314207	218	Zechen .	labbah
labbath	bsb11762465	262	Brennend Fewer .	labbath
labe	bsb11762465	991	Rein .	labe
labecula	bsb11762465	820	Laster . 1	labecula
labefactare	bsb11762465	1072	Schwechen .	labefactare
labem	bsb11762465	384	Entschuidigen .	labem
labeur	bsb11762465	70	Ackerbaw .	labeur
labhabh	bsb10314207	90	Vmbgang .	labhabh
labhach	bsb11762465	179	Bekleiden .	labhach
labhaſch	bsb11762465	782	Kleider anziehen .	labhaſch
labhi	bsb11762465	852	Lowe .	labhi
labi	bsb10314207	46	Verdammung .	labi
labis	bsb11762465	991	fraw .	labis
laborans	bsb11762465	540	Gelbfichtig .	laborans
laboriofus	bsb11762465	472	Fleißig .	laboriofus
labourage	bsb11762465	70	Ackerbaw .	labourage
labourer	bsb10314207	199	Wireken .	labourer
laboureur	bsb11762465	71	ger .	laboureur
lacat	bsb11762465	661	hauffen bringen .	lacat
lacere	bsb11762465	644	Grund legen .	lacere
lach	bsb11762465	62	Ab .	lach
lachach	bsb11762465	982	Rede ..	lachach
lachad	bsb11762465	171	Be	lachad
lachadachads	bsb11762465	533	Gefangen nemen .	lachadachads
lachafch	bsb11762465	225	1 Bitt .	lachafch
lachal	bsb11762465	656	Handthieren .	Lachal
lacham	bsb11762465	426	Essen .	lacham
lachat	bsb10314207	216	Zauberey .	lachat
lachatch	bsb10314207	216	Zauberey .	lachatch
lachaſch	bsb11762465	200	Beschwerung .	lachaſch
lachgerecht	bsb10314207	58	Item .	lachgerecht
lacie	bsb11762465	879	Meuterey .	lacie
laconifmus	bsb11762465	811	Kurkerede .	Laconifmus
lacrymas	bsb11762465	178	Bekümmern .	lacrymas
lacrymis	bsb10314207	174	We	lacrymis
lacunar	bsb11762465	152	Balck .	lacunar
ladrerie	bsb11762465	143	Auffak .	ladrerie
lafafcis	bsb11762465	820	Laft / Bürde .	lafafcis
lafch	bsb11762465	793	Krafft .	lafch
lafchon	bsb11762465	1120	Sprach .	lafchon
lahabh	bsb11762465	235	Blech .	lahabh
lahat	bsb11762465	235	Blech .	lahat
lahath	bsb11762465	678	Helle / Klarheit .	lahath
lahut	bsb11762465	262	Brünstig / Hefftig .	lahut
lail	bsb11762465	893	Mitternacht .	lail
laim	bsb11762465	916	Nagel .	laim
lakach	bsb11762465	102	Annemen .	lakach
lakat	bsb11762465	55	Abbrechen .	lakat
lamad	bsb11762465	834	Vnderweiser .	lamad
lame	bsb11762465	235	Blech .	lame
lamed	bsb11762465	702	Ho	lamed
lamentum	bsb11762465	711	Honigfeim .	lamentum
lamich	bsb11762465	1128	Stein .	lamich
lamina	bsb11762465	235	Blech .	Lamina
lamma	bsb10314207	160	Warumb .	lamma
lampa	bsb11762465	816	Lampe / Kerke .	Lampa
lampas	bsb11762465	1032	Schein .	lampas
lamus	bsb11762465	1063	Schreibfeder .	lamus
lancea	bsb11762465	820	Langstange .	Lancea
lanceola	bsb11762465	820	Langstange .	lanceola
lancinare	bsb10314207	222	Zerreiffen .	lancinare
langage	bsb11762465	982	Rede ..	langage
langtechok	bsb11762465	565	Cic . Ludibrium Gefpött , ludificatio .	langtechok
langue	bsb10314207	245	Zunge .	langue
langueur	bsb11762465	865	Mattigkeit .	langueur
languir	bsb11762465	67	Item :	languir
lani	bsb10314207	206	Vellus	lani
lanoſum	bsb10314207	206	Vellus	lanoſum
lanterne	bsb11762465	838	Leuchte / oder Kerke .	lanterne
laph	bsb10314207	61	Verlauffen .	laph
laphall	bsb11762465	250	Bo	laphall
lapideus	bsb11762465	683	Hart .	lapideus
lapidibus	bsb10314207	74	Versteinigen .	lapidibus
lappid	bsb11762465	432	Fackel .	lappid
laqueo	bsb11762465	121	Item :	laqueo
larmes	bsb10314207	175	Weinung .	larmes
latach	bsb11762465	141	Auspolieren .	latach
late	bsb11762465	278	Butter .	late
latebræ	bsb11762465	644	wilden Thier .	latebræ
later	bsb10314207	38	Vbrig .	later
latil	bsb11762465	913	Nacht .	latil
latio	bsb11762465	756	Irrthumb .	latio
lats	bsb11762465	390	Erfrewet werden .	lats
latus	bsb11762465	667	Heilig .	latus
laua	bsb11762465	244	Borgen .	laua
lauah	bsb10314207	210	Wuchern .	lauah
lauare	bsb11762465	1017	Saubern .	lauare
lauciare	bsb10314207	81	Verwunden .	Lauciare
laudes	bsb11762465	848	men / etc .	laudes
launafchah	bsb11762465	384	Entlehnen .	launafchah
laus	bsb11762465	648	Guter ding / frolich .	laus
laſchon	bsb11762465	326	Dolmetschen .	laſchon
ldanimofus	bsb11762465	808	Kün .	ld.animofus
lebaddo	bsb11762465	77	Allein .	lebaddo
lebadh	bsb11762465	77	Aduerbialiter .	lebadh
lebechad	bsb11762465	582	Gl	lebechad
lebes	bsb11762465	772	Keffel .	lebes
lebh	bsb11762465	163	Be	lebh
lebha	bsb11762465	684	Herk .	lebha
lebhanah	bsb10314207	226	Ziegel .	lebhanah
lebhebben	bsb11762465	369	Ein steinern Herk .	lebhebben
lebhonah	bsb10314207	170	Weyrauch .	lebhonah
lebusch	bsb11762465	179	Ve	lebusch
lech	bsb11762465	809	Sik / Pallaft .	lech
lecha	bsb11762465	1083	Se	lecha
leche	bsb11762465	264	Brodt .	leche
lechi	bsb11762465	151	Back .	lechi
lecteur	bsb11762465	835	Lefer .	lecteur
lectus	bsb11762465	257	Brautbeth .	lectus
ledah	bsb11762465	529	Geburt .	ledah
leeds	bsb11762465	820	Latcinisch reden .	leeds
lefcere	bsb11762465	371	Ei	lefcere
lefchad	bsb11762465	453	Feuchtigkeit .	lefchad
legatur	bsb11762465	549	Gemüß .	legatur
legere	bsb11762465	140	Auslesen .	legere
legh	bsb10314207	119	Vugleich seyn .	legh
legierement	bsb11762465	68	Abtränniger .	legierement
lehel	bsb10314207	196	Winek .	lehel
lehr	bsb11762465	871	Me	Lehr-
lehren	bsb10314207	105	Vnterweisen .	Lehren
lehrmeister	bsb11762465	1065	Schulmeister .	Lehrmeister
lekach	bsb11762465	834	Lehr .	lekach
leniter	bsb11762465	1138	St	leniter
lenocinium	bsb11762465	560	Geschmuck .	lenocinium
lens	bsb11762465	381	Engstig .	lens
lentia	bsb11762465	1107	Sonne .	lentia
lentour	bsb10314207	91	Vmbhawen .	l'entour
lenuiron	bsb10314207	88	Vmb .	l'enuiron
leolam	bsb11762465	927	Nimmermethr	leolam
leom	bsb11762465	662	Hauff Volcks .	leom
lepi	bsb10314207	26	Tr	lepi
lepos	bsb10314207	226	Zierd .	lepos
lepre	bsb11762465	143	Auffak .	lepre
lere	bsb11762465	285	Creusigen .	lere
leritas	bsb11762465	1057	Schnelligkeit .	leritas
lestat	bsb11762465	70	Ackerbaw .	l'estat
leth	bsb11762465	76	Ah	leth
lets	bsb10314207	74	Ve	lets
lette	bsb11762465	72	Ackerfchollen .	lette
lettres	bsb11762465	270	staben .	lettres
leuare	bsb11762465	267	laffen .	leuare
leuis	bsb10314207	108	Vnfürscher .	leuis
leſchon	bsb11762465	821	Lateinisch sprach .	leſchon
liata	bsb10314207	202	Widtfraw .	liata
libbo	bsb11762465	138	Au	libbo
libcap	bsb11762465	628	Grabe / Grube .	lib.7.cap.21
libenter	bsb10314207	113	Vngern .	libenter
libertus	bsb11762465	317	Jong .	libertus
libris	bsb11762465	752	faffen .	libris
librum	bsb11762465	271	gehen .	librum
lich	bsb11762465	852	Lowe .	lich
licui	bsb11762465	174	Beyfallen .	licui
liditas	bsb11762465	684	He	liditas
lieu	bsb11762465	280	Capittelhauf .	lieu
lifchkah	bsb11762465	280	Capittelhauf .	lifchkah
lifiathan	bsb11762465	246	Bof .	lifiathan
ligere	bsb11762465	240	Blumen brechen .	ligere
ligna	bsb11762465	72	Adel .	ligna-
lignee	bsb11762465	72	Adel .	lignee
ligneum	bsb11762465	1119	Spon .	ligneum
ligno	bsb11762465	391	Erhangen werden .	ligno
ligo	bsb11762465	766	Karst .	ligo
limen	bsb11762465	98	Anfang des Lebens .	limen
limites	bsb11762465	632	Grempelmarckt .	limites
limmed	bsb11762465	834	Lehren .	limmed
limud	bsb11762465	702	Ho	limud
lina	bsb11762465	787	Koch .	lina
line	bsb11762465	991	fraw .	line
linere	bsb11762465	206	Bestreichen .	linere
linguis	bsb11762465	260	Brautgamführer .	linguis
linum	bsb10314207	181	Gall . marchandise .	linum
liphanim	bsb10314207	105	Unterweilen .	liphanim
liphne	bsb11762465	748	genwertng .	liphne
lippuph	bsb10314207	197	Windel .	lippuph
liquando	bsb11762465	324	Dinte .	liquando
liquare	bsb11762465	1054	Schmelzen .	liquare
liquem	bsb11762465	210	Bethoren .	liquem
liquid	bsb11762465	916	Nagel .	liquid
liquo	bsb11762465	146	Aufweisen .	liquo
liradon	bsb11762465	857	Magerheit .	liradon
lire	bsb11762465	865	Matt machen .	lire
litas	bsb11762465	565	Gestalt .	litas
litatio	bsb10314207	76	Versónung .	litatio
litera	bsb10314207	192	Schwein .	litera
litere	bsb10314207	44	Verborgen sein .	litere
literis	bsb11762465	160	Bawm .	literis
lithoſtrotum	bsb11762465	428	Estrich / Bodem .	Lithoſtrotum
lities	bsb10314207	216	Zarte .	lities
littus	bsb10314207	84	Vfer / Gcftadt .	Littus
lium	bsb11762465	77	Alle Menschen .	lium
lixare	bsb11762465	1100	Sieden .	Lixare
llacharad	bsb11762465	1020	Schaben ,	llacharad
lobhon	bsb10314207	177	Weisse .	lobhon
locare	bsb10314207	41	Ve	locare
loco	bsb11762465	877	Messen .	loco
locum	bsb11762465	227	Eitt erhören .	locum
locusta	bsb11762465	689	De	locusta
lodix	bsb11762465	933	Oberbeth .	lodix
loeds	bsb11762465	156	Barbarisch .	loeds
lofch	bsb11762465	786	Knetten .	lofch
loix	bsb11762465	65	Abschaffen	loix
longa	bsb11762465	577	Glat .	longa
longe	bsb11762465	451	Fern .	longe
loquium	bsb11762465	139	Auflegung .	loquium
lore	bsb11762465	1006	Rot ferben .	lore
lorica	bsb11762465	946	ber .	Lorica
lorum	bsb10314207	217	Zaum .	lorum
lotfets	bsb10314207	74	Ve	lotfets
loth	bsb11762465	283	Compaß .	loth
lotium	bsb11762465	970	Prunken .	lotium
lots	bsb10314207	74	Verspotten .	lots
louage	bsb11762465	140	Au	louage
louer	bsb11762465	140	Au	louer
lovicula	bsb11762465	946	ber .	lovicula
loyer	bsb10314207	48	Verdienst .	loyer
luach	bsb10314207	3	Taffel .	luach
lucem	bsb11762465	525	Geberen .	lucem
lucerna	bsb11762465	772	Kerke / Fackel .	lucerna
lucre	bsb10314207	7	Ta	lucre
lucta	bsb11762465	1000	Ringen / Kempffen .	lucta
luctus	bsb10314207	22	Trawrigkeit .	luctus
luculeter	bsb11762465	135	Ausdrücklich .	luculeter
lufim	bsb11762465	1005	Kofhirt .	lufim
luftrare	bsb11762465	1030	Schawen .	luftrare
luftrum	bsb11762465	644	wilden Thier .	Luftrum
lugere	bsb11762465	216	Beweinen .	lugere
lulafcere	bsb11762465	681	fproffen .	lulafcere
lumbricus	bsb10314207	213	Wurım .	lumbricus
lumbus	bsb11762465	832	Lende .	Lumbus
lumen	bsb11762465	843	Liecht / helligkeit .	lumen
lumine	bsb11762465	237	Cuius oculi lucis egent .	lumine
luminis	bsb11762465	237	Cuius oculi lucis egent .	Luminis
lumue	bsb11762465	131	deckel .	lumue
luna	bsb11762465	897	ſchein .	luna
lunæ	bsb11762465	897	ſchein .	Lunæ
luph	bsb11762465	1065	Schulmeister .	luph
luptati	bsb10314207	208	Wollüftc .	luptati
lupus	bsb10314207	205	Wolff .	Lupus
lutare	bsb11762465	983	Re	lutare
luteus	bsb11762465	232	Bleich .	luteus
lychnus	bsb11762465	772	Kerke / Fackel .	lychnus
lædere	bsb11762465	1021	Schaden .	lædere
lætitia	bsb11762465	490	Frewd haben .	lætitia
maabhaabhad	bsb10314207	181	Item :	maabhaabhad
maabhee	bsb11762465	313	Dicke .	maabhee
maach	bsb10314207	64	Vermischen .	maach
maachal	bsb11762465	1115	Speiß .	maachal
maache	bsb11762465	877	Messer .	maache
maadar	bsb11762465	1113	Spade oder Hacke .	maadar
maader	bsb11762465	766	Karst .	maader
maal	bsb10314207	40	Vbertretten .	maal
maamad	bsb11762465	1130	kung .	maamad
maamak	bsb10314207	13	Tieffe .	maamak
maamin	bsb11762465	580	Glaubig .	maamin
maan	bsb11762465	117	Auffdas .	maan
maaneh	bsb11762465	106	Antwort .	maaneh
maarabh	bsb10314207	100	Untergang .	maarabh
maarachah	bsb11762465	1044	Schlachtordnung .	maarachah
maas	bsb10314207	78	Ve	maas
maatſad	bsb11762465	259	Breit .	maatſad
mabar	bsb11762465	507	Furt / Wafferfurt .	mabar
mabarah	bsb11762465	507	Furt / Wafferfurt .	mabarah
mabbarah	bsb10314207	162	Waſſerfurt .	mabbarah
mabbua	bsb11762465	263	oder born .	mabbua
mabbul	bsb11762465	1103	Sindflut .	mabbul
mabhi	bsb10314207	159	Warsager .	mabhi
mabor	bsb11762465	823	Lauterkeit .	mabor
maccah	bsb11762465	960	Plag / streich .	maccah
maccar	bsb11762465	178	Bekandt .	maccar
maccir	bsb11762465	104	Anfchen .	maccir
macerafcere	bsb10314207	169	Weich werden .	macerafcere
macerare	bsb10314207	182	Wessern .	macerare
maceratio	bsb11762465	767	Kafteyung .	maceratio
mach	bsb11762465	110	Afflictæ fortunæ .	mach
machach	bsb11762465	206	Bestreichen .	machach
machafch	bsb11762465	1044	Schirm / zuflucht .	machafch
machah	bsb10314207	201	Wischen . 1	machah
machalaphim	bsb11762465	877	Messer .	machalaphim
machaloketh	bsb11762465	122	Aufflauff	machaloketh
machanch	bsb11762465	665	Heer / Kriegesheer .	machanch
machar	bsb11762465	293	Da	machar
machareph	bsb11762465	837	Lesterer .	machareph
machats	bsb10314207	81	Verwunden .	machats
machbath	bsb11762465	951	Pfann .	machbath
machbereth	bsb11762465	501	Fügung .	machbereth
machc	bsb11762465	896	Mon / oder Mond .	2.Mach.c.1
machfor	bsb11762465	528	Gebrech .	machfor
machinari	bsb11762465	478	Formieren .	machinari
machio	bsb10314207	224	Zertheilung .	-machio
machloketh	bsb10314207	258	Zwitrechtigkeit .	machloketh
machods	bsb11762465	817	Landt .	machods
machosgol	bsb11762465	492	Frotich seyn .	machosgol
machot	bsb11762465	1042	Schiffruder .	machot
machtah	bsb11762465	978	Rauchfaf .	machtah
mackads	bsb11762465	1048	Schlag .	mackads
maclila	bsb10314207	99	Inbrechhafft .	maclila
macom	bsb11762465	78	Allenthalben .	macom
macrob	bsb11762465	132	Au	Macrob
macrochira	bsb11762465	403	Ermelrock .	macrochira
macror	bsb11762465	857	Magerheit .	macror
macula	bsb11762465	820	Laster . 1	macula
maculofum	bsb10314207	206	Vellus	maculofum
mada	bsb11762465	369	Einschencken .	mada
madad	bsb11762465	140	Ausmeffen .	madad
madchachak	bsb11762465	168	Begierlich sein .	madchachak
maddua	bsb10314207	160	Warumb .	maddua
madefacere	bsb10314207	182	Wessern .	madefacere
madfor	bsb11762465	113	Frkney .	madfor
madhebhah	bsb11762465	626	Gold .	madhebhah
madim	bsb11762465	857	Magerheit .	madim
madion	bsb11762465	918	Na	madion
madon	bsb10314207	215	Banck .	madon
maduerfio	bsb11762465	1138	Straff .	maduerfio
maduertere	bsb11762465	1135	Steupen .	maduertere
mafach	bsb11762465	298	Deck / Deckbeth .	mafach
mafar	bsb10314207	38	Vbergeben .	mafar
mafc	bsb11762465	1117	Spille .	mafc.2
mafchach	bsb10314207	182	Wehrhafftig sein .	mafchach
mafchafch	bsb11762465	194	Beruffen / fordern .	mafchafch
mafchal	bsb11762465	222	Bildniß .	mafchal
mafchith	bsb11762465	222	Bildung .	mafchith
mafchot	bsb11762465	1008	Ruder .	mafchot
mafcil	bsb10314207	66	Vernünfftig .	mafcil
maffa	bsb11762465	273	Bündel .	maffa
maffah	bsb11762465	820	Laft / Bürde .	maffah
maffe	bsb11762465	573	Ge	maffe
maffor	bsb11762465	1014	Såge .	maffor
mafia	bsb11762465	141	ziehung .	mafia
magal	bsb10314207	153	Wagenteif ...	magal
magasab	bsb10314207	90	Vmbfallen .	magasab
magdferah	bsb11762465	1014	Såge .	magdferah
magen	bsb11762465	1043	Schildt ,	magen
mager	bsb11762465	534	Gefengnif .	mager
maggephah	bsb10314207	14	Tode ..	maggephah
magifter	bsb11762465	871	Me	Magifter
magna	bsb11762465	1126	Stercke .	magna-
magor	bsb11762465	503	Furcht .	magor
mahal	bsb11762465	882	Mi	mahal
mahamorah	bsb11762465	628	Grabe / Grube .	mahamorah
mahar	bsb11762465	898	Morgen .	mahar
maher	bsb11762465	358	Eilen .	maher
mahir	bsb11762465	358	Eilend .	mahir
mahmachar	bsb11762465	1092	Seumen	mahmachar
mahohu	bsb11762465	936	Dede .	mahohu
mahon	bsb10314207	82	Verwunderung .	mahon
mahpacheth	bsb11762465	669	Helden / Fußband .	mahpacheth
mahpecheth	bsb11762465	772	Ke	mahpecheth
maieftate	bsb11762465	704	Hochwirdig .	maieftate
maiim	bsb11762465	1016	Same .	maiim
mail	bsb11762465	785	Klug / Wikig .	mail
maiores	bsb11762465	377	Eltern .	maiores
maioribus	bsb11762465	129	Auffstehen .	maioribus
makakabhak	bsb10314207	49	Verfaulen .	makakabhak
makkebeth	bsb11762465	249	Borer .	makkebeth
makkebheth	bsb11762465	654	Hammer .	makkebheth
makkel	bsb11762465	787	Knüttel .	makkel
mako	bsb11762465	263	oder born .	mako
makor	bsb10314207	150	Vrsprung .	makor
malach	bsb11762465	252	Bot .	malach
malachuth	bsb11762465	253	Botschafft .	malachuth
malar	bsb11762465	293	Da	malar
malbufchmad	bsb11762465	179	Ve	malbufchmad
malchuth	bsb11762465	988	Xe	malchuth
malcochatim	bsb11762465	973	Rachen .	malcochatim
male	bsb10314207	142	Vo	male
maleficus	bsb11762465	1151	Sunder.c	maleficus
malet	bsb11762465	383	Entlauffen .	malet
malfchin	bsb11762465	75	Affterreder .	malfchin
mali	bsb11762465	991	Rein Herk	mali
malignus	bsb10314207	121	Vngütig .	malignus
mallach	bsb11762465	1041	Sch	mallach
malleolus	bsb11762465	451	Fersen .	malleolus
malluach	bsb11762465	921	Neffel .	malluach
malo	bsb11762465	561	Gesellen .	malo
maluch	bsb11762465	140	Ausleiher .	maluch
malum	bsb11762465	1152	Sundigen .	malum
mama	bsb11762465	995	Reuchung .	mama
mamar	bsb11762465	982	Rede ..	mamar
mamchalah	bsb11762465	683	Herrschafft .	mamchalah
mamith	bsb11762465	1117	Sp	mamith
mana	bsb11762465	65	Item :	mana
manah	bsb10314207	11	Thal .	manah
manda	bsb11762465	662	verbrennen .	manda
mandatum	bsb11762465	142	Aufrichten .	mandatum
mandra	bsb11762465	706	Hole .	mandra
manger	bsb11762465	68	Abweiden .	manger
manhig	bsb11762465	832	Leiter .	manhig
manicas	bsb11762465	223	Binden .	manicas
manicæ	bsb11762465	154	Bandt .	manicæ
manifestum	bsb11762465	1007	den .	manifestum
manog	bsb10314207	141	Voigt .	manog
manos	bsb11762465	477	Flucht .	manos
mant	bsb11762465	948	Paradis .	.mant
mantæus	bsb10314207	99	Vnbrüchig .	mantæus
manuarium	bsb11762465	656	Handtwerck .	manuarium
manubaliſta	bsb11762465	110	Armbrust .	Manubaliſta
manus	bsb11762465	654	Handt .	Manus
maon	bsb11762465	663	Hauß	maon
maphecheth	bsb11762465	534	Gefengnif .	maphecheth
mappach	bsb11762465	115	Athem .	mappach
mappalah	bsb11762465	55	Daß .	mappalah
mappelah	bsb11762465	60	Abfall .	mappelah
marach	bsb11762465	1015	Salben .	marach
marad	bsb10314207	186	Widerftreiten .	marad
marah	bsb10314207	186	Widerftreiten .	marah
marais	bsb11762465	959	Pfük .	marais
marak	bsb11762465	69	Abwischen .	marak
marat	bsb11762465	141	Auspolieren .	marat
marbre	bsb11762465	863	Marmelstein .	marbre
march	bsb10314207	206	Wo	march
marche	bsb10314207	175	Weinmon .	marche
marchetſeth	bsb11762465	149	Badt .	marchetſeth
marcidum	bsb10314207	50	Verfaulet .	marcidum
mare	bsb11762465	165	Befestigen .	mare
mareh	bsb11762465	1058	Sch	mareh
marez	bsb11762465	959	Pfük .	marez
marg	bsb11762465	106	Anzeigung .	marg
mari	bsb11762465	1014	Salbe .	mari
marianach	bsb10314207	61	Verlaffen .	marianach
marita	bsb11762465	349	Cheweib .	marita
marié	bsb11762465	348	Ehebrecher .	marié
maror	bsb11762465	231	Bitterfeit .	maror
maroth	bsb11762465	1116	Spiegel .	maroth
marque	bsb11762465	126	Auffschreibung .	marque
martia	bsb11762465	665	Heer / Kriegesheer .	martia
martſephet	bsb11762465	428	Estrich / Bodem .	martſephet
masah	bsb11762465	509	Gabe .	masah
matach	bsb11762465	1140	Strecken .	matach
matah	bsb11762465	279	Buken .	matah
matamah	bsb11762465	660	Ha	matamah
matar	bsb11762465	985	Regen .	matar
matas	bsb11762465	1002	Rittergürtel .	matas
matate	bsb11762465	201	Be	matate
matats	bsb11762465	143	Plaut . Exugere , exorbere	matats
matba	bsb11762465	903	Munke .	matba
matcil	bsb10314207	75	Verstendig .	matcil
mater	bsb11762465	386	Erdt .	mater
materia	bsb11762465	864	Materi .	Materia
matfa	bsb10314207	38	Vberkommen .	matfa
matfag	bsb11762465	882	Mi	matfag
matfah	bsb11762465	55	Abdrucken .	matfah
matfats	bsb11762465	279	Buken .	matfats
mathai	bsb10314207	180	Wenn .	mathai
mathok	bsb11762465	1152	Silf .	mathok
matio	bsb10314207	62	Vermacklung .	matio
matitia	bsb11762465	650	Ha	matitia
matrimonii	bsb11762465	347	Ehe .	matrimonii
matrimonium	bsb11762465	484	Coniungere fibi aliquam .	Matrimonium
matta	bsb11762465	933	Oberbeth .	matta
mattarah	bsb10314207	227	Biet .	mattarah
matteh	bsb11762465	1012	Xu	matteh
matthanah	bsb11762465	509	Gabe .	matthanah
matus	bsb11762465	99	Angel . Fischhamel .	matus
matuta	bsb11762465	899	Morgenrote .	matuta
matſtſebhah	bsb11762465	536	Ge	matſtſebhah
mauais	bsb11762465	248	Bofwicht / bube .	mauais
mauanad	bsb11762465	756	Irrig .	mauanad
