form	volume	scan	headword_ocr	printed
maximus	bsb11762465	945	Pabst / Antichrist .	maximus
maſcheke	bsb11762465	369	Einschencker .	maſcheke
maſſo	bsb11762465	104	Anfchen .	maſſo
meacher	bsb11762465	818	Langsam	meacher
mead	bsb11762465	855	Lüzel oder wenig .	mead
mearah	bsb11762465	706	Hole .	mearah
meat	bsb11762465	64	• Abnemen .	meat
meattah	bsb11762465	695	Hinfürder .	meattah
mebachchel	bsb11762465	787	Koch .	mebachchel
mebbi	bsb11762465	540	Gekocht .	mebbi
mebhaer	bsb11762465	139	Außleger .	mebhaer
mebhaf	bsb11762465	252	Bot .	mebhaf
mebho	bsb10314207	100	nen .	mebho
mebhuſchim	bsb11762465	1025	Sch	mebhuſchim
mebhychin	bsb11762465	872	Menlich scham .	mebhychin
mebufchim	bsb11762465	705	peler .	mebufchim
mech	bsb10314207	102	Vnterfah .	mech
mechap	bsb10314207	76	Versoner .	mechap
mechareth	bsb11762465	317	Jong .	mechareth
mechaſcheph	bsb10314207	217	Ba	mechaſcheph
mechaſchſche	bsb10314207	217	Zauberin .	mechaſchſche-
mechebber	bsb11762465	270	bent .	mechebber
mecheroth	bsb11762465	1074	Schwerdt .	mecheroth
mechi	bsb11762465	866	Mawrenbrecher .	mechi
mechillal	bsb11762465	191	Be	mechillal
mecholah	bsb11762465	291	Dank .	mecholah
mechuds	bsb11762465	960	Plag / streich .	mechuds
medaiiek	bsb11762465	284	Co	medaiiek
medecin	bsb11762465	114	Arkt .	medecin
medecine	bsb11762465	113	Frkney .	medecine
medfach	bsb11762465	645	Gürtel .	medfach
medicament	bsb11762465	113	Frkney .	medicament
medichah	bsb11762465	895	Mörser .	medichah
medietas	bsb11762465	888	Mittel .	medietas
medinah	bsb11762465	960	Plag / streich .	medinah
mediud	bsb10314207	12	pfoft .	mediud
medu	bsb11762465	662	verbrennen .	medu
medſykkah	bsb11762465	543	Geleutert Gold .	medſykkah
medſykkak	bsb11762465	543	Geleutert Silber .	medſykkak
meen	bsb11762465	65	Item :	meen
mefcere	bsb11762465	1076	Schwillen .	mefcere
mefch	bsb10314207	100	nen .	mefch
mefcharath	bsb11762465	318	Di	mefcharath
mefchareth	bsb11762465	786	Knecht .	mefchareth
mefchygga	bsb10314207	18	Ther .	mefchygga
mefillah	bsb10314207	164	Weg .	mefillah
mefura	bsb11762465	864	Maß .	mefura
megaddeph	bsb11762465	837	Lesterer .	megaddeph
megalleh	bsb10314207	67	Verrchter .	megalleh
megiaphah	bsb11762465	72	Ackerfchollen .	megiaphah
megillah	bsb10314207	180	Welkung .	megillah
meherah	bsb11762465	358	Eilung .	meherah
mehuma	bsb11762465	122	Aufflauff	mehuma
meil	bsb11762465	403	Ermelrock .	meil
meir	bsb11762465	135	Au	meir
meiychas	bsb11762465	345	Edel .	meiychas
mekallel	bsb11762465	837	Lesterer .	mekallel
mekanne	bsb11762465	920	günstiger .	mekanne
mekytitats	bsb11762465	567	Ge	mekytitats
melabbed	bsb10314207	105	Unterweiser .	melabbed
melacha	bsb10314207	181	Item :	melacha
melachah	bsb11762465	656	Handtwerck .	melachah
melah	bsb10314207	171	Wein .	melah
melam	bsb11762465	1065	Schulmeister .	melam
melammed	bsb11762465	834	Vnderweiser .	melammed
mele	bsb11762465	1047	Schläfferich .	mele
melech	bsb11762465	769	Keyser .	melech
melkacha	bsb10314207	216	Zang .	melkacha-
melkachaiim	bsb11762465	279	Busscheer .	melkachaiim
mellitus	bsb11762465	1152	Silf .	mellitus
melon	bsb11762465	1022	Schaff .	melon
melunah	bsb11762465	159	Bawrenheußlein .	melunah
memcheleth	bsb11762465	987	Regiment .	memcheleth
meme	bsb11762465	156	Vårmutter .	meme
meminiffe	bsb11762465	365	Eingedenck seyn .	meminiffe
memo	bsb11762465	365	Eingedenck seyn .	memo-
memor	bsb11762465	364	Eingedenck .	memor
memoria	bsb11762465	177	bey vnsern zeiten .	memoria
memoriam	bsb10314207	144	Vo	memoriam
menachem	bsb10314207	25	Troster .	menachem
menaffch	bsb10314207	77	Versucher .	menaffch
menatſticach	bsb10314207	41	Vberwinder .	menatſticach
mendacio	bsb11762465	844	Liegen / dichten .	mendacio
mendiant	bsb11762465	208	Betteler .	mendiant
menfis	bsb11762465	108	Aprill .	menfis
menfula	bsb11762465	324	Difch .	menfula
meng	bsb11762465	245	Blocken .	meng
menorah	bsb11762465	772	Kerke / Fackel .	menorah
mens	bsb11762465	871	Me	mens
mensch	bsb10314207	138	Vnwarhafftig .	mensch
ment	bsb11762465	77	Aduerbialiter .	ment
mente	bsb11762465	918	Närrisch seyn .	mente
mentem	bsb10314207	131	Vnsinnig .	mentem
menteur	bsb11762465	373	Eitel / leichtfertig .	menteur
mentis	bsb10314207	19	Torheit .	mentis
mentum	bsb11762465	262	Brocken . 2	mentum
menu	bsb11762465	838	Liecht .	menu-
menuchah	bsb11762465	1010	Ruhe / Ruge .	menuchah
menufa	bsb11762465	477	Flucht .	menufa
menurah	bsb11762465	838	Leuchter .	menurah
meod	bsb10314207	253	Zu viel .	.meod
mepharefch	bsb11762465	139	Außleger .	mepharefch
mera	bsb10314207	47	Mensch .	mera
meraa	bsb11762465	662	Hauptküssen .	meraa-
merachok	bsb10314207	145	Von fernen .	merachok
meras	bsb11762465	190	Be	meras
mercaba	bsb10314207	153	POSTICA .	mercaba
mercator	bsb11762465	767	Kauffman .	Mercator
mercatus	bsb11762465	656	Handthierung .	mercatus
mercenaria	bsb11762465	318	Di	mercenaria
mercenarii	bsb11762465	657	Ha	mercenarii
merchats	bsb11762465	150	Bader .	merchats
mercken	bsb11762465	970	Pr	Mercken
mere	bsb11762465	142	fprechen .	mere
mered	bsb10314207	111	Ungehorsamkeit .	mered
meri	bsb11762465	447	Feift .	meri
meribah	bsb10314207	215	Banck .	meribah
meridie	bsb10314207	243	Zu Mittage .	Meridie
meridies	bsb11762465	895	Mittag .	Meridies
meriri	bsb10314207	39	Vberschiffen .	meriri
meriruth	bsb11762465	231	Bitterfeit .	meriruth
merite	bsb10314207	48	Verdienst .	merite
merkachah	bsb11762465	294	fupp .	merkachah
meropheph	bsb11762465	274	Bungenschleger .	meropheph
merutſah	bsb11762465	821	Lauff .	merutſah
mesch	bsb11762465	497	Fr	mesch
mesme	bsb11762465	69	Achten .	mesme
message	bsb11762465	253	Botschafft .	message
mesucha	bsb10314207	92	Vmschrenckung .	mesucha
mesure	bsb11762465	864	Maß .	mesure
meta	bsb10314207	227	Biet .	Meta
metaltel	bsb10314207	97	Onbestendig .	metaltel
metap	bsb10314207	37	Vberflüßig seyn	metap
metaph	bsb11762465	439	Fa	metaph
metaphor	bsb10314207	24	Tringen .	metaphor
metaphorice	bsb10314207	37	Vberflüßigkeit .	metaphorice
meteg	bsb10314207	217	Zaum .	meteg
metfiaier	bsb11762465	250	Vord sticker .	metfiaier
metfilloth	bsb11762465	1033	Schelle / Glocke .	metfilloth
metfimmah	bsb11762465	529	Gedancke .	metfimmah
metfitfah	bsb11762465	1013	Safft / Feucht .	metfitfah
metfudah	bsb11762465	166	Befestigung .	metfudah
metfurah	bsb11762465	166	Befestigung .	metfurah
meth	bsb10314207	158	Warheit .	meth
methar	bsb11762465	1083	Se	methar
methim	bsb11762465	873	Menschen .	methim
mettre	bsb11762465	67	Ab	mettre
mettrenud	bsb11762465	238	Blosen .	mettrenud
metſachek	bsb10314207	61	Verlacher .	metſachek
metſaiiet	bsb11762465	221	Bildgieffer .	metſaiiet
meuchab	bsb10314207	217	Zaun ...	meuchab
meurtrier	bsb11762465	898	Morder .	meurtrier
meyſchſchar	bsb11762465	1087	Selig	meyſchſchar
meſchgah	bsb11762465	974	Rafender .	meſchgah
meſchi	bsb11762465	1081	Seiden .	meſchi
meſchorer	bsb11762465	1105	Singer ..	meſchorer
meſchotet	bsb11762465	657	Ha	meſchotet
meſchygga	bsb10314207	131	Vnsinnig .	meſchygga
meſdiſant	bsb11762465	75	Affterreder .	meſdiſant
meſellerie	bsb11762465	143	Auffak .	meſellerie
miah	bsb11762465	493	Frölich machen .	miah
mibbaith	bsb11762465	134	hittilmicol - ra .	mibbaith
mibhal	bsb11762465	477	Fluß .	mibhal
mibhtach	bsb11762465	708	Hoffnung .	mibhtach
mibhtar	bsb11762465	166	Befestigung .	mibhtar
micare	bsb11762465	771	Kempffen / streiten .	micare
mich	bsb11762465	268	Brunk verhalten .	mich-
michachath	bsb11762465	1089	Sendung .	michachath
michan	bsb11762465	172	Behaufung .	michan
michat	bsb10314207	175	Weise .	michat
michean	bsb11762465	663	Hauß	michean
micheh	bsb11762465	298	Deck / Deckbeth .	micheh
michmar	bsb11762465	172	Be	michmar
michmor	bsb11762465	343	Ebene / Fläche .	michmor
michnas	bsb11762465	925	Ni	michnas
michol	bsb10314207	164	Weg .	michol
michpetaiim	bsb11762465	632	Grempelmarckt .	michpetaiim
michtabh	bsb11762465	1063	Schreibung .	michtabh
michuts	bsb11762465	147	Aufwendig .	michuts
michſchol	bsb11762465	391	Ergernis .	michſchol
micida	bsb11762465	1031	Schecher .	micida
micmar	bsb11762465	922	garn .	micmar
midbar	bsb10314207	195	Wildniß ......	midbar
middah	bsb11762465	357	Eigenschafft .	middah
mide	bsb11762465	135	kommen .	mide
midfar	bsb11762465	855	Lüzel oder wenig .	midfar
midfrak	bsb11762465	162	Becken .	midfrak
midfre	bsb10314207	213	Wurffschauffel .	midfre
mido	bsb11762465	503	Furcht .	mido
midrach	bsb11762465	479	Frag .	midrach
midsrach	bsb11762465	120	Morgen .	midsrach
midſmor	bsb11762465	970	Pfalm .	midſmor
mifad	bsb10314207	104	Vnterſtükung .	mifad
mifcan	bsb11762465	208	Betteler .	mifcan
mifch	bsb10314207	191	Wieg / Kindtswing .	mifch-
mifchabh	bsb10314207	65	Ve	mifchabh
mifchan	bsb10314207	102	Vnterfah .	mifchan
mifchchak	bsb11762465	1116	Spiel .	mifchchak
mifchdachah	bsb10314207	79	Verwandtschafft .	mifchdachah
mifchtab	bsb11762465	524	Gafterey anrichten .	mifchtab
mifchteh	bsb11762465	859	Mal / Gafterey .	mifchteh
mife	bsb11762465	69	Acht .	mife
mifericorde	bsb11762465	156	Barmherzigkeit .	mifericorde
mifericordia	bsb11762465	385	Erbarmen .	mifericordia
mifericordiæ	bsb11762465	156	Ba	mifericordiæ
mifericors	bsb11762465	589	Gnedig .	mifericors
miffio	bsb10314207	83	Verzeihung .	miffio
miffus	bsb11762465	379	Engel .	miffus
mifpo	bsb11762465	508	Futter .	mifpo
migbaah	bsb11762465	223	Bireth .	migbaah
migdal	bsb10314207	31	Thurn .	migdal
migger	bsb10314207	90	A	migger
migrafch	bsb11762465	329	Dorff .	migrafch
miiaar	bsb10314207	192	Schwein .	miiaar
miiah	bsb11762465	1136	Stillſchweigung .	miiah
mikdach	bsb11762465	777	Kirche .	mikdach
mikdasch	bsb10314207	8	Tempel .	mikdasch
mikra	bsb11762465	219	Bibel .	mikra
mikreh	bsb10314207	238	Zufall .	mikreh
miktar	bsb11762465	995	Reuchung .	miktar
milan	bsb10314207	170	Weyhe .	milan
milcha	bsb11762465	1044	Schlacht .	milcha-
milchamah	bsb11762465	105	An	milchamah
militare	bsb11762465	464	nisch anlegt .	militare
militaris	bsb11762465	817	Landeſtraß .	militaris
millachach	bsb11762465	882	Mi	millachach
millaſchon	bsb11762465	326	Dolmetschen .	millaſchon
mille	bsb10314207	243	Bu	mille
millel	bsb11762465	339	Per ſigna loqui , dicere ,	millel
millet	bsb11762465	525	Geberen .	millet
mimachal	bsb11762465	583	Gleichniß .	mimachal
mimefis	bsb11762465	583	Gleißnerey .	mimefis
mimmachorath	bsb11762465	311	Der tag darnach .	mimmachorath
mimmaueth	bsb10314207	188	ten aufferwecken .	mimmaueth
minare	bsb11762465	205	Bestimmen .	minare
minari	bsb10314207	23	Tr	minari
mincha	bsb11762465	941	Opffer .	mincha
minchah	bsb11762465	509	Gabe .	minchah
mine	bsb11762465	762	Junge Kuh .	mine
miner	bsb11762465	65	Abschewen haben .	miner
minha	bsb11762465	256	Brauch .	minha
minhag	bsb11762465	525	Geberde .	minhag
minharah	bsb11762465	714	Hüle .	minharah
minharoth	bsb11762465	706	Hole .	minharoth
minitati	bsb10314207	23	Tr	minitati
minnah	bsb11762465	197	teuk oder raht .	minnah
minne	bsb11762465	382	über .	minne
minnod	bsb11762465	839	Lideren Sack .	min.nod
minus	bsb11762465	921	Nein .	minus
minut	bsb11762465	239	Blume .	minut
minute	bsb11762465	630	Graß .	minute
minutesebb	bsb11762465	798	Kraut .	minutesebb
minutiuum	bsb11762465	895	Mörser .	minutiuum
miped	bsb11762465	687	Heulung .	miped
miphletseth	bsb11762465	599	Göke .	miphletseth
miphthan	bsb11762465	1073	Schwell .	miphthan
miraculum	bsb10314207	212	Wunder ding .	miraculum
mirch	bsb11762465	508	Futter .	mirch
mirmab	bsb11762465	846	List .	mirmab
mirmah	bsb11762465	138	Au	mirmah
miroir	bsb11762465	1116	Spiegel .	miroir
mirthfch	bsb11762465	99	Angenem .	mirthfch
mischpachah	bsb11762465	559	Geschlecht .	mischpachah
mischte	bsb10314207	218	Zech .	mischte
miskenoth	bsb11762465	1029	Schak .	miskenoth
miskenuth	bsb11762465	111	Armut .	miskenuth
mitad	bsb11762465	510	Item .	mitad
mitchpachah	bsb11762465	663	Haußgesind .	mitchpachah
mitellum	bsb11762465	661	Ha	mitellum
mitfuah	bsb11762465	669	Heissung .	mitfuah
mithar	bsb11762465	154	Bandt .	mithar
mithnakem	bsb11762465	981	Recherc	mithnakem
mitine	bsb11762465	661	Ha	mitine-
mitre	bsb11762465	224	Bischoffshut .	mitre
mits	bsb11762465	230	Bitter .	mits
mitshalah	bsb11762465	956	Pferde geschrey .	mitshalah
mitsnepheth	bsb11762465	224	Bischoffshut .	mitsnepheth
mitsua	bsb11762465	536	Geheis .	mitsua
mitsuah	bsb11762465	165	Be	mitsuah
mittah	bsb11762465	208	Beth .	mittah
mittere	bsb10314207	50	Vergeben .	mittere
miſch	bsb10314207	184	Widerholung .	miſch-
miſchgah	bsb11762465	1103	Sünde .	miſchgah
miſchgal	bsb10314207	64	ond Mannes .	miſchgal
miſchkabh	bsb11762465	439	Faulbetih .	miſchkabh
miſchkal	bsb11762465	573	Ge	miſchkal
miſchmar	bsb11762465	751	In	miſchmar
miſchtach	bsb11762465	407	Erstarret .	miſchtach
mnis	bsb11762465	991	fraw .	mnis
mnum	bsb11762465	1047	Thalamus .	mnum
moach	bsb11762465	696	Hirn .	moach
mochabh	bsb11762465	1145	Stuel .	mochabh
mochiach	bsb11762465	284	Co	mochiach
moded	bsb11762465	141	Ausmeffer .	moded
modeftia	bsb10314207	130	schamhafftig .	modeftia
moderator	bsb11762465	832	Leiter .	moderator
modicum	bsb11762465	855	Lüzel oder wenig .	modicum
modienaim	bsb10314207	152	Wag .	modienaim
modiolus	bsb10314207	162	eymer .	modiolus
modo	bsb10314207	105	Unterweilen .	modo
moed	bsb10314207	218	Zeit .	moed
mofchel	bsb11762465	685	Herkog .	mofchel
mofchia	bsb11762465	1088	Seligmacher .	mofchia
moferah	bsb11762465	154	Bandt .	moferah
mohar	bsb11762465	688	Heyrath gut .	mohar
moiffonner	bsb11762465	404	Erndten / Meyen .	moiffonner
moing	bsb10314207	225	Be	moing
mois	bsb11762465	132	Au	mois
moiſſon	bsb11762465	404	Erndt .	moiſſon
mokesch	bsb11762465	391	Ergernis .	mokesch
molant	bsb11762465	151	Backenftreich .	molant
moles	bsb11762465	276	Bu	moles
molliat	bsb11762465	654	Hammer .	molliat
mollitudo	bsb10314207	216	Zarte .	mollitudo
momento	bsb10314207	180	Wenn .	momento
mona	bsb10314207	175	Weinmon .	mona
moneta	bsb11762465	545	Geldt .	moneta
monftrare	bsb11762465	193	fen .	monftrare
monftrofus	bsb11762465	1089	Selkam ding .	monftrofus
monitrare	bsb10314207	176	Weisen .	monitrare
monoth	bsb11762465	1073	Schwell .	monoth
mons	bsb11762465	187	B : rg .	Mons
monstre	bsb11762465	107	Anzeigung .	monstre
monter	bsb11762465	1128	Steigen .	monter
montis	bsb11762465	1119	eines Bergs .	montis
montres	bsb10314207	218	Zeichen .	montres
mopheth	bsb10314207	212	Wunder ding .	mopheth
morad	bsb11762465	67	Absteigung .	morad
morah	bsb11762465	193	Bericht .	morah
morare	bsb11762465	139	Auflegen .	morare
moras	bsb11762465	1092	Seumen	moras
morbo	bsb11762465	540	Gelbfichtig .	morbo
morbus	bsb11762465	960	Plag / streich .	Morbus
morch	bsb11762465	834	Vnderweiser .	morch
mordere	bsb11762465	176	Briffen .	Mordere
mords	bsb11762465	224	Gebif .	mords
more	bsb10314207	105	Unterweiser .	more
morech	bsb10314207	216	Zarte .	morech
mored	bsb10314207	111	Vugehorsam .	mored
moreh	bsb11762465	68	Abtränniger .	moreh
morfus	bsb11762465	72	Adder / Nater .	morfus
morphea	bsb11762465	801	Krek / Reudigkeit .	Morphea
mort	bsb11762465	92	Am leben straffen .	mort
morte	bsb11762465	909	Nach dem Tode .	morte
mortem	bsb11762465	747	kommen .	mortem
mosch	bsb10314207	168	We	mosch
mota	bsb11762465	137	Aufgang ..	mota
motah	bsb11762465	755	Joch .	motah
mote	bsb11762465	72	Ackerfchollen .	mote
moth	bsb11762465	67	Ab	moth
mothanaiim	bsb11762465	832	Lende .	mothanaiim
mots	bsb11762465	55	Abdrucken .	mots
motseth	bsb11762465	919	Nasen schnauben	motseth
motstehen	bsb11762465	1120	Sprewer .	motstehen
mouere	bsb11762465	1138	Stoffen .	mouere
moueri	bsb11762465	385	Erbarmen .	moueri
mouetur	bsb10314207	12	Thürangel .	mouetur
moulet	bsb11762465	865	Maulesel .	moulet
mourir	bsb11762465	67	Ab	mourir
mourmi	bsb11762465	88	Ameifs .	mourmi
moſchia	bsb11762465	668	Heilsam .	moſchia
mrachem	bsb11762465	156	Barmherzigkeit .	mrachem
muchan	bsb11762465	189	Be	muchan
mufar	bsb10314207	236	Zuchtigung .	mufar
muffare	bsb11762465	905	Murren .	muffare
muffitare	bsb11762465	905	Murren .	muffitare
mufti	bsb11762465	770	Ke	mufti
mulare	bsb11762465	1121	Spulen .	mulare
mulari	bsb11762465	921	ftig seyn .	mulari
mulata	bsb11762465	1033	Scheiterhauff .	mulata
mulcere	bsb11762465	1141	Streich .	mulcere
multam	bsb11762465	225	Bih in die Nacht .	multam
multas	bsb11762465	446	Feindschafft .	multas
multibibulus	bsb11762465	1018	Sa	multibibulus
multifcius	bsb10314207	176	Weiß .	multifcius
multos	bsb11762465	818	Lange leben .	multos
munire	bsb11762465	782	Kleider anziehen .	munire
murah	bsb11762465	849	Loch .	murah
muri	bsb11762465	866	Mawrenbrecher .	muri
muris	bsb11762465	165	Befestigen .	muris
murmura	bsb10314207	216	Zauberey .	Murmura
murmutileum	bsb11762465	978	Rauschung .	murmutileum
mutare	bsb11762465	782	Ponere tunicam .	mutare
mutinenfis	bsb11762465	1072	he Farbe .	Mutinenfis
mutuis	bsb11762465	650	Hadern .	mutuis
mutuo	bsb10314207	101	Unterreden .	mutuo
muſicus	bsb11762465	313	Dichter .	muſicus
myconius	bsb11762465	763	Kal .	myconius
myricinus	bsb10314207	4	Tamarisch staude .	myricinus
mysterium	bsb11762465	536	Geheimnis .	Mysterium
mæcha	bsb11762465	348	Ehebrecherin .	Mæcha
mæftitudo	bsb11762465	808	Angst .	mæftitudo
mælilah	bsb11762465	76	Ah	mælilah
naah	bsb11762465	655	Handel .	naah
naal	bsb10314207	252	Zuschliessen .	naal
naaph	bsb11762465	348	Ehebrechen .	.naaph
naar	bsb11762465	785	Knabe .	naar
naarah	bsb11762465	318	Di	naarah
nabba	bsb11762465	972	Quellen springen .	nabba
nabbo	bsb11762465	460	Fürsichtig .	nabbo
nabe	bsb10314207	34	Past / Bey nahe .	nabe
nabh	bsb11762465	451	Fenestra , Jueis , feneſtella ,	nabh
nabha	bsb11762465	142	fprechen .	nabha
nabhal	bsb10314207	48	Verdorren .	nabhal
nabhi	bsb11762465	139	Außleger .	nabhi
nabhon	bsb10314207	75	Verstendig .	nabhon
nabula	bsb10314207	197	Windel .	nabula
nach	bsb11762465	1127	Stecken .	nach
nachach	bsb11762465	331	Drach .	nachach
nachad	bsb11762465	67	Absteigen .	nachad
nachah	bsb11762465	832	Leiten .	nachah
nachats	bsb10314207	23	Treiben .	nachats
nacher	bsb11762465	693	Hinckender .	nacher
nachleffig	bsb10314207	19	Tråg sein	nachleffig
nacho	bsb11762465	189	Be	nacho
nachobh	bsb10314207	206	Wo	nachobh
nachon	bsb11762465	124	Auffrecht .	nachon
nadar	bsb11762465	544	bringen .	nadar
naddah	bsb11762465	65	Abschewen haben .	naddah
nadfal	bsb11762465	476	Flieffen .	nadfal
nadfid	bsb11762465	905	Muß / Brey .	nadfid
nadibh	bsb10314207	196	: Will Gott .	nadibh
nadſak	bsb11762465	1021	Schaden .	nadſak
nafa	bsb11762465	65	Abscheiden .	nafa
nafach	bsb10314207	91	Vmbkeren ,	nafach
nafag	bsb11762465	632	Igneis oculis .	nafag
nafaiad	bsb11762465	1074	Schweren .	nafaiad
nafak	bsb11762465	1128	Steigen .	nafak
nafcha	bsb11762465	103	Anreiken .	nafcha
nafchab	bsb11762465	767	Kauchen / Blasen .	nafchab
nafchach	bsb11762465	176	Briffen .	nafchach
nafchak	bsb10314207	19	Tragen .	nafchak
nafchal	bsb11762465	123	Aufflosen .	nafchal
nafchaph	bsb11762465	93	Anblasen .	nafchaph
nafi	bsb10314207	148	Item :	nafi
nafich	bsb11762465	460	Fürst .	nafich
naga	bsb11762465	103	Anråren .	naga
nagach	bsb11762465	685	Herzu kommen .	nagach
nagah	bsb11762465	502	Su	nagah
nagar	bsb11762465	476	Flieffen .	nagar
nagas	bsb11762465	103	Anråren .	nagas
nagid	bsb11762465	460	Fürst .	nagid
naglobus	bsb11762465	872	Me	naglobus
nahag	bsb11762465	832	Leiten .	nahag
nahah	bsb11762465	216	Beweinen .	nahah
naham	bsb11762465	266	Brüllen .	naham
nahar	bsb11762465	477	Fluß .	nahar
naim	bsb11762465	261	Gall . plier les lettres .	naim
nakabh	bsb11762465	477	Fluchen .	nakabh
nakach	bsb11762465	105	Anstoffen	nakach
nakad	bsb10314207	101	Vntergraben .	nakad
nakam	bsb11762465	980	Rechen / Wehren .	nakam
nakaph	bsb11762465	69	Abwerffen .	nakaph
naki	bsb11762465	124	Auffrecht .	naki
nakud	bsb11762465	470	Flecket .	nakud
nakı	bsb10314207	96	Vnbefleckt .	nakı
naliter	bsb10314207	184	Wi	naliter
nalog	bsb11762465	1093	Si	nalog
namak	bsb10314207	50	Verfaulet .	namak
namal	bsb10314207	91	Vmbhawen .	namal
namas	bsb11762465	784	Kleinmütig sein .	namas
nameh	bsb11762465	713	Hubsch / Schön .	nameh
namoga	bsb11762465	560	Geschmelkt .	namoga
nanea	bsb11762465	896	Mon / oder Mond .	Nanea
naph	bsb11762465	1018	Saum .	naph
napha	bsb11762465	136	Auffallen .	napha
naphach	bsb11762465	93	Anblasen .	naphach
naphah	bsb11762465	996	Reitter / Sieb .	naphah
naphal	bsb10314207	90	Vmbfallen .	naphal
naphats	bsb10314207	222	Ze	naphats
naphthul	bsb11762465	1044	Schlacht .	naphthul
naphſcho	bsb11762465	438	Fasten .	naphſcho
nappir	bsb11762465	478	Flügel .	nappir
naque	bsb11762465	599	Gott .	naque
nare	bsb10314207	104	Vn	nare
naria	bsb11762465	279	Busscheer .	naria
naris	bsb11762465	919	Nafelocher .	naris
nata	bsb11762465	957	Pflange .	nata
natach	bsb10314207	11	Th	natach
natacha	bsb11762465	143	Aufrupffen .	natacha-
natafch	bsb11762465	133	Ausbreiten .	natafch
natah	bsb10314207	215	Bancken .	natah
natal	bsb11762465	147	Ausziehen .	natal
natan	bsb11762465	105	Item :	natan
natar	bsb10314207	102	Ba	natar
natarch	bsb11762465	142	Aufreuten .	natarch
natasharas	bsb10314207	222	Ze	natasharas
natat	bsb10314207	229	Zitteren .	natat
natats	bsb10314207	92	Vimbreiffen .	natats
natchaph	bsb11762465	767	Kauchen / Blasen .	natchaph
natfar	bsb11762465	216	Bewahren .	natfar
nathach	bsb11762465	476	Flieffen .	nathach
nathak	bsb11762465	143	Aufrupffen .	nathak
nathan	bsb10314207	38	Vbergeben .	nathan
nathibh	bsb10314207	164	Weg .	nathibh
natib	bsb11762465	460	Fürst .	natib
nator	bsb11762465	139	Außleger .	nator
natu	bsb11762465	129	Auffstehen .	natu
natura	bsb11762465	599	Gott .	natura
natus	bsb11762465	564	Gefotten .	natus
natſa	bsb11762465	475	Fliegen .	natſa
natſar	bsb11762465	1024	Scheiden .	natſar
naſaſch	bsb11762465	146	außrecken .	naſaſch
neakah	bsb11762465	561	Geschrey .	neakah
